"topic";"term";"beta";"top_name"
4;"student";0,0335541675146298;"student, school, achiev, educ, background"
4;"school";0,0305866512197858;"student, school, achiev, educ, background"
4;"achiev";0,0277781090121657;"student, school, achiev, educ, background"
4;"educ";0,0274389642927549;"student, school, achiev, educ, background"
4;"background";0,0225319641337809;"student, school, achiev, educ, background"
4;"level";0,0193524823893052;"student, school, achiev, educ, background"
4;"econom";0,0158762490153452;"student, school, achiev, educ, background"
4;"factor";0,0155265060234528;"student, school, achiev, educ, background"
4;"socio";0,0154523181160817;"student, school, achiev, educ, background"
4;"statu";0,0143818925954416;"student, school, achiev, educ, background"
4;"academ";0,0138731755163255;"student, school, achiev, educ, background"
4;"outcom";0,0136612100666938;"student, school, achiev, educ, background"
4;"characterist";0,0124424087313115;"student, school, achiev, educ, background"
4;"social";0,0119442899246769;"student, school, achiev, educ, background"
4;"disadvantag";0,0116793331126373;"student, school, achiev, educ, background"
4;"group";0,0114991624804503;"student, school, achiev, educ, background"
4;"inequ";0,0104287369598102;"student, school, achiev, educ, background"
4;"composit";0,008976773629833;"student, school, achiev, educ, background"
4;"socioeconom";0,00891318399494348;"student, school, achiev, educ, background"
4;"attain";0,00881779954260921;"student, school, achiev, educ, background"
5;"classroom";0,119018651614263;"classroom, teacher, teach, student, instruct"
5;"teacher";0,11328511760724;"classroom, teacher, teach, student, instruct"
5;"teach";0,0688143944652631;"classroom, teacher, teach, student, instruct"
5;"student";0,0606082739177105;"classroom, teacher, teach, student, instruct"
5;"instruct";0,0482333963525513;"classroom, teacher, teach, student, instruct"
5;"learn";0,0398003234172208;"classroom, teacher, teach, student, instruct"
5;"lesson";0,0354523934618946;"classroom, teacher, teach, student, instruct"
5;"practic";0,0243795059108303;"classroom, teacher, teach, student, instruct"
5;"video";0,0197448992551529;"classroom, teacher, teach, student, instruct"
5;"observ";0,0195060020048603;"classroom, teacher, teach, student, instruct"
5;"class";0,0183354054784263;"classroom, teacher, teach, student, instruct"
5;"interact";0,0146205532363756;"classroom, teacher, teach, student, instruct"
5;"plan";0,0144174905736268;"classroom, teacher, teach, student, instruct"
5;"activ";0,0117776759578931;"classroom, teacher, teach, student, instruct"
5;"school";0,00863617711654473;"classroom, teacher, teach, student, instruct"
5;"method";0,0076686432528595;"classroom, teacher, teach, student, instruct"
5;"provid";0,00621137002607434;"classroom, teacher, teach, student, instruct"
5;"content";0,00612775598847192;"classroom, teacher, teach, student, instruct"
5;"differenti";0,0059008036006939;"classroom, teacher, teach, student, instruct"
5;"record";0,00566190635040125;"classroom, teacher, teach, student, instruct"
6;"educ";0,0895686582875316;"educ, system, reform, develop, process"
6;"system";0,0714216774619621;"educ, system, reform, develop, process"
6;"reform";0,0226039386840716;"educ, system, reform, develop, process"
6;"develop";0,0190078652075433;"educ, system, reform, develop, process"
6;"process";0,018785713950306;"educ, system, reform, develop, process"
6;"countri";0,0151618715666231;"educ, system, reform, develop, process"
6;"kazakhstan";0,0131625102514876;"educ, system, reform, develop, process"
6;"implement";0,0130653190764463;"educ, system, reform, develop, process"
6;"main";0,0104133884431764;"educ, system, reform, develop, process"
6;"russian";0,0103717350824444;"educ, system, reform, develop, process"
6;"analysi";0,00923320988910336;"educ, system, reform, develop, process"
6;"soviet";0,00869171619958752;"educ, system, reform, develop, process"
6;"modern";0,00855287166381423;"educ, system, reform, develop, process"
6;"activ";0,00838625822088627;"educ, system, reform, develop, process"
6;"model";0,00827518259226763;"educ, system, reform, develop, process"
6;"problem";0,00808080024218502;"educ, system, reform, develop, process"
6;"integr";0,00734492420258656;"educ, system, reform, develop, process"
6;"russia";0,00697004395599866;"educ, system, reform, develop, process"
6;"aim";0,00690062168811202;"educ, system, reform, develop, process"
6;"state";0,00662293261656543;"educ, system, reform, develop, process"
7;"univers";0,210978452844155;"univers, academ, higher, teach, institut"
7;"academ";0,13552020932277;"univers, academ, higher, teach, institut"
7;"higher";0,0548758322260326;"univers, academ, higher, teach, institut"
7;"teach";0,0361571313524933;"univers, academ, higher, teach, institut"
7;"institut";0,0276486309554299;"univers, academ, higher, teach, institut"
7;"faculti";0,0248286708238318;"univers, academ, higher, teach, institut"
7;"staff";0,0186701372031002;"univers, academ, higher, teach, institut"
7;"disciplin";0,0160122437457318;"univers, academ, higher, teach, institut"
7;"develop";0,0154450103859276;"univers, academ, higher, teach, institut"
7;"lectur";0,0113285168604913;"univers, academ, higher, teach, institut"
7;"professor";0,0101292234711909;"univers, academ, higher, teach, institut"
7;"profession";0,00818442338043356;"univers, academ, higher, teach, institut"
7;"activ";0,00748753668124551;"univers, academ, higher, teach, institut"
7;"academia";0,00730926333959275;"univers, academ, higher, teach, institut"
7;"knowledg";0,00713098999794;"univers, academ, higher, teach, institut"
7;"member";0,00609376328286942;"univers, academ, higher, teach, institut"
7;"disciplinari";0,00594790327606262;"univers, academ, higher, teach, institut"
7;"rank";0,00529963657914351;"univers, academ, higher, teach, institut"
7;"qualiti";0,00516998323975969;"univers, academ, higher, teach, institut"
7;"european";0,00484584989130013;"univers, academ, higher, teach, institut"
7;"administr";0,00484584989130013;"univers, academ, higher, teach, institut"
8;"reflect";0,0792414401753027;"reflect, experi, action, process, person"
8;"experi";0,0627015221707335;"reflect, experi, action, process, person"
8;"action";0,0300128857359699;"reflect, experi, action, process, person"
8;"process";0,0222358381973976;"reflect, experi, action, process, person"
8;"person";0,0215942708954228;"reflect, experi, action, process, person"
8;"bodi";0,0198260488192485;"reflect, experi, action, process, person"
8;"understand";0,0164773804625996;"reflect, experi, action, process, person"
8;"mean";0,0160861808882248;"reflect, experi, action, process, person"
8;"situat";0,0134729677314007;"reflect, experi, action, process, person"
8;"theori";0,0121585371615011;"reflect, experi, action, process, person"
8;"develop";0,0102025392896268;"reflect, experi, action, process, person"
8;"learn";0,00931060426005214;"reflect, experi, action, process, person"
8;"dewei";0,00921671636220217;"reflect, experi, action, process, person"
8;"world";0,00920106837922718;"reflect, experi, action, process, person"
8;"life";0,00910718048137721;"reflect, experi, action, process, person"
8;"mind";0,00902894056650224;"reflect, experi, action, process, person"
8;"transform";0,00848126116237743;"reflect, experi, action, process, person"
8;"knowledg";0,00844996519642744;"reflect, experi, action, process, person"
8;"awar";0,00837172528155247;"reflect, experi, action, process, person"
8;"pedagog";0,0080118216731276;"reflect, experi, action, process, person"
9;"learn";0,0798133473469893;"learn, teach, pedagog, pedagogi, practic"
9;"teach";0,0609398224808132;"learn, teach, pedagog, pedagogi, practic"
9;"pedagog";0,0468870298337092;"learn, teach, pedagog, pedagogi, practic"
9;"pedagogi";0,0396098735539635;"learn, teach, pedagog, pedagogi, practic"
9;"practic";0,0357410056584024;"learn, teach, pedagog, pedagogi, practic"
9;"teacher";0,0342569161217454;"learn, teach, pedagog, pedagogi, practic"
9;"educ";0,03274212128433;"learn, teach, pedagog, pedagogi, practic"
9;"student";0,0323634225749761;"learn, teach, pedagog, pedagogi, practic"
9;"develop";0,0227424283373376;"learn, teach, pedagog, pedagogi, practic"
9;"inquiri";0,0194876664569449;"learn, teach, pedagog, pedagogi, practic"
9;"critic";0,0194160207551753;"learn, teach, pedagog, pedagogi, practic"
9;"knowledg";0,0124663876835194;"learn, teach, pedagog, pedagogi, practic"
9;"engag";0,0116578147635476;"learn, teach, pedagog, pedagogi, practic"
9;"classroom";0,0116271094627892;"learn, teach, pedagog, pedagogi, practic"
9;"understand";0,0112688809539409;"learn, teach, pedagog, pedagogi, practic"
9;"challeng";0,00951867881071095;"learn, teach, pedagog, pedagogi, practic"
9;"learner";0,00933444700616042;"learn, teach, pedagog, pedagogi, practic"
9;"need";0,00909903970034586;"learn, teach, pedagog, pedagogi, practic"
9;"curriculum";0,00899668869781779;"learn, teach, pedagog, pedagogi, practic"
9;"think";0,00865893038947516;"learn, teach, pedagog, pedagogi, practic"
10;"problem";0,0405995475507545;"problem, situat, conflict, face, challeng"
10;"situat";0,0263238136620341;"problem, situat, conflict, face, challeng"
10;"conflict";0,0219475037349286;"problem, situat, conflict, face, challeng"
10;"face";0,0123644395270803;"problem, situat, conflict, face, challeng"
10;"challeng";0,0123380762142664;"problem, situat, conflict, face, challeng"
10;"complex";0,0115867217990706;"problem, situat, conflict, face, challeng"
10;"difficulti";0,0112967253581178;"problem, situat, conflict, face, challeng"
10;"issu";0,0111649087940484;"problem, situat, conflict, face, challeng"
10;"deal";0,0106508241941776;"problem, situat, conflict, face, challeng"
10;"process";0,0104926443172942;"problem, situat, conflict, face, challeng"
10;"concern";0,00871312070235677;"problem, situat, conflict, face, challeng"
10;"caus";0,00817267278967207;"problem, situat, conflict, face, challeng"
10;"lang";0,0080935828512304;"problem, situat, conflict, face, challeng"
10;"lack";0,00804085622560262;"problem, situat, conflict, face, challeng"
10;"uncertainti";0,00736859174884848;"problem, situat, conflict, face, challeng"
10;"xml:lang";0,00718404855915126;"problem, situat, conflict, face, challeng"
10;"solut";0,00669632727209433;"problem, situat, conflict, face, challeng"
10;"possibl";0,00628769592347906;"problem, situat, conflict, face, challeng"
10;"exampl";0,0059713361697124;"problem, situat, conflict, face, challeng"
10;"demand";0,00586588291845685;"problem, situat, conflict, face, challeng"
11;"experi";0,0618053448933642;"experi, narr, stori, life, ethnograph"
11;"narr";0,0583397769873977;"experi, narr, stori, life, ethnograph"
11;"stori";0,0355181339568623;"experi, narr, stori, life, ethnograph"
11;"life";0,02215094346242;"experi, narr, stori, life, ethnograph"
11;"ethnograph";0,0202983818168342;"experi, narr, stori, life, ethnograph"
11;"live";0,0198831524824788;"experi, narr, stori, life, ethnograph"
11;"voic";0,0182861165811117;"experi, narr, stori, life, ethnograph"
11;"understand";0,0171522210911411;"experi, narr, stori, life, ethnograph"
11;"process";0,0130797795426551;"experi, narr, stori, life, ethnograph"
11;"ethnographi";0,0122812615919716;"experi, narr, stori, life, ethnograph"
11;"present";0,0122014097969032;"experi, narr, stori, life, ethnograph"
11;"interpret";0,0115466250773427;"experi, narr, stori, life, ethnograph"
11;"person";0,011243188256083;"experi, narr, stori, life, ethnograph"
11;"particip";0,0110515439479189;"experi, narr, stori, life, ethnograph"
11;"perspect";0,0107640774856729;"experi, narr, stori, life, ethnograph"
11;"explor";0,0104127295873721;"experi, narr, stori, life, ethnograph"
11;"event";0,0101572038431534;"experi, narr, stori, life, ethnograph"
11;"project";0,00990167809893465;"experi, narr, stori, life, ethnograph"
11;"reflect";0,00980585594485262;"experi, narr, stori, life, ethnograph"
11;"mean";0,00876778260896404;"experi, narr, stori, life, ethnograph"
12;"educ";0,0390631226472;"educ, spain, train, process, spanish"
12;"spain";0,0169462866607741;"educ, spain, train, process, spanish"
12;"train";0,0158436564058845;"educ, spain, train, process, spanish"
12;"process";0,0155117968146071;"educ, spain, train, process, spanish"
12;"spanish";0,0140773069684401;"educ, spain, train, process, spanish"
12;"student";0,0125357656412158;"educ, spain, train, process, spanish"
12;"improv";0,0121289700131983;"educ, spain, train, process, spanish"
12;"univers";0,0114010199420091;"educ, spain, train, process, spanish"
12;"propos";0,0109299934253572;"educ, spain, train, process, spanish"
12;"object";0,0107801213518771;"educ, spain, train, process, spanish"
12;"context";0,0101806330579565;"educ, spain, train, process, spanish"
12;"carri";0,00955973446782452;"educ, spain, train, process, spanish"
12;"order";0,00829652699134908;"educ, spain, train, process, spanish"
12;"analyz";0,00820018065839757;"educ, spain, train, process, spanish"
12;"project";0,00805030858491743;"educ, spain, train, process, spanish"
12;"social";0,00798607769628308;"educ, spain, train, process, spanish"
12;"promot";0,00792184680764874;"educ, spain, train, process, spanish"
12;"consid";0,00768633354932281;"educ, spain, train, process, spanish"
12;"strategi";0,0070119092186622;"educ, spain, train, process, spanish"
12;"main";0,0069690886262393;"educ, spain, train, process, spanish"
13;"student";0,0855144894494993;"student, achiev, pisa, perform, grade"
13;"achiev";0,0592706943231455;"student, achiev, pisa, perform, grade"
13;"pisa";0,0428559831318097;"student, achiev, pisa, perform, grade"
13;"perform";0,0399932800632177;"student, achiev, pisa, perform, grade"
13;"grade";0,0326179416155643;"student, achiev, pisa, perform, grade"
13;"countri";0,0314897827707989;"student, achiev, pisa, perform, grade"
13;"intern";0,0298398504603296;"student, achiev, pisa, perform, grade"
13;"level";0,0229721834928206;"student, achiev, pisa, perform, grade"
13;"oecd";0,0180505905325318;"student, achiev, pisa, perform, grade"
13;"school";0,0166967999188133;"student, achiev, pisa, perform, grade"
13;"timss";0,0165839840343368;"student, achiev, pisa, perform, grade"
13;"mathemat";0,0154981311462502;"student, achiev, pisa, perform, grade"
13;"compar";0,0139751167058169;"student, achiev, pisa, perform, grade"
13;"factor";0,0128046519043729;"student, achiev, pisa, perform, grade"
13;"score";0,0121277565975137;"student, achiev, pisa, perform, grade"
13;"year";0,0120572466697159;"student, achiev, pisa, perform, grade"
13;"nation";0,0113944533484162;"student, achiev, pisa, perform, grade"
13;"particip";0,00967401111014908;"student, achiev, pisa, perform, grade"
13;"averag";0,00871507609209854;"student, achiev, pisa, perform, grade"
13;"analysi";0,00848944432314547;"student, achiev, pisa, perform, grade"
14;"learn";0,0467746976837044;"learn, activ, interact, practic, social"
14;"activ";0,041328553403764;"learn, activ, interact, practic, social"
14;"interact";0,0331486162273968;"learn, activ, interact, practic, social"
14;"practic";0,0309401403973422;"learn, activ, interact, practic, social"
14;"social";0,0286780607850048;"learn, activ, interact, practic, social"
14;"process";0,0277560757297393;"learn, activ, interact, practic, social"
14;"commun";0,0265231887372331;"learn, activ, interact, practic, social"
14;"cultur";0,0264159811726673;"learn, activ, interact, practic, social"
14;"particip";0,0253224640140966;"learn, activ, interact, practic, social"
14;"theori";0,0229853391065632;"learn, activ, interact, practic, social"
14;"context";0,0228030862468014;"learn, activ, interact, practic, social"
14;"perspect";0,0176464023911885;"learn, activ, interact, practic, social"
14;"develop";0,0163384701034863;"learn, activ, interact, practic, social"
14;"situat";0,0159203606016799;"learn, activ, interact, practic, social"
14;"understand";0,0134117035908412;"learn, activ, interact, practic, social"
14;"mean";0,0133044960262754;"learn, activ, interact, practic, social"
14;"mediat";0,0132294507310794;"learn, activ, interact, practic, social"
14;"theoret";0,0118893561740074;"learn, activ, interact, practic, social"
14;"action";0,0118679146610943;"learn, activ, interact, practic, social"
14;"individu";0,0112568315430695;"learn, activ, interact, practic, social"
15;"question";0,0142183677303661;"question, make, import, reason, need"
15;"make";0,0108039032858931;"question, make, import, reason, need"
15;"import";0,00901936243472505;"question, make, import, reason, need"
15;"reason";0,00843954771773905;"question, make, import, reason, need"
15;"need";0,00821406421668895;"question, make, import, reason, need"
15;"take";0,00813675558775748;"question, make, import, reason, need"
15;"possibl";0,00770511574289013;"question, make, import, reason, need"
15;"mean";0,00754405609928291;"question, make, import, reason, need"
15;"seem";0,00753117132779433;"question, make, import, reason, need"
15;"get";0,0072605911265342;"question, make, import, reason, need"
15;"good";0,00699001092527407;"question, make, import, reason, need"
15;"know";0,00671298833826965;"question, make, import, reason, need"
15;"kind";0,00664212209508247;"question, make, import, reason, need"
15;"becom";0,00651971676594098;"question, make, import, reason, need"
15;"point";0,00640375382254379;"question, make, import, reason, need"
15;"want";0,00631356042212375;"question, make, import, reason, need"
15;"interest";0,00624269417893657;"question, make, import, reason, need"
15;"answer";0,00606874976384077;"question, make, import, reason, need"
15;"might";0,0059914411349093;"question, make, import, reason, need"
15;"fact";0,00593990204895499;"question, make, import, reason, need"
16;"project";0,138357033223559;"project, develop, innov, learn, process"
16;"develop";0,0540061204446541;"project, develop, innov, learn, process"
16;"innov";0,0414909074629097;"project, develop, innov, learn, process"
16;"learn";0,0305274186190963;"project, develop, innov, learn, process"
16;"process";0,0187627127367433;"project, develop, innov, learn, process"
16;"implement";0,018377317199218;"project, develop, innov, learn, process"
16;"design";0,0169067289639238;"project, develop, innov, learn, process"
16;"aim";0,0150101772397859;"project, develop, innov, learn, process"
16;"particip";0,0130831995521591;"project, develop, innov, learn, process"
16;"support";0,0116734632438427;"project, develop, innov, learn, process"
16;"educ";0,0116531792681835;"project, develop, innov, learn, process"
16;"collabor";0,0112880677063174;"project, develop, innov, learn, process"
16;"involv";0,0112576417428285;"project, develop, innov, learn, process"
16;"initi";0,0110649439740658;"project, develop, innov, learn, process"
16;"team";0,0109432401201105;"project, develop, innov, learn, process"
16;"phase";0,010456424704289;"project, develop, innov, learn, process"
16;"present";0,0104462827164593;"project, develop, innov, learn, process"
16;"evalu";0,0102840109111855;"project, develop, innov, learn, process"
16;"activ";0,00996960928846746;"project, develop, innov, learn, process"
16;"fund";0,00949293586047558;"project, develop, innov, learn, process"
17;"model";0,208739528663415;"model, mentor, quot, learn, develop"
17;"mentor";0,140193855938271;"model, mentor, quot, learn, develop"
17;"quot";0,123218411796262;"model, mentor, quot, learn, develop"
17;"learn";0,023297435415544;"model, mentor, quot, learn, develop"
17;"develop";0,0226535392584333;"model, mentor, quot, learn, develop"
17;"support";0,0170926179015685;"model, mentor, quot, learn, develop"
17;"relationship";0,0162438456944681;"model, mentor, quot, learn, develop"
17;"process";0,0161560416730439;"model, mentor, quot, learn, develop"
17;"practic";0,0134341170088943;"model, mentor, quot, learn, develop"
17;"theoret";0,0104780482876135;"model, mentor, quot, learn, develop"
17;"reflect";0,0097463481090787;"model, mentor, quot, learn, develop"
17;"mente";0,00951220405194755;"model, mentor, quot, learn, develop"
17;"growth";0,00801953568773647;"model, mentor, quot, learn, develop"
17;"theori";0,00720003148777744;"model, mentor, quot, learn, develop"
17;"program";0,00661467134494957;"model, mentor, quot, learn, develop"
17;"convers";0,00640979529495981;"model, mentor, quot, learn, develop"
17;"begin";0,0059707751878389;"model, mentor, quot, learn, develop"
17;"design";0,00559029109500079;"model, mentor, quot, learn, develop"
17;"aim";0,00547321906643521;"model, mentor, quot, learn, develop"
17;"framework";0,00541468305215243;"model, mentor, quot, learn, develop"
18;"vocat";0,0987744216691211;"vocat, train, vet, qualif, workplac"
18;"train";0,0803064550953049;"vocat, train, vet, qualif, workplac"
18;"vet";0,0623259537025472;"vocat, train, vet, qualif, workplac"
18;"qualif";0,025557151474135;"vocat, train, vet, qualif, workplac"
18;"workplac";0,0246379314184247;"vocat, train, vet, qualif, workplac"
18;"develop";0,0199164829504581;"vocat, train, vet, qualif, workplac"
18;"system";0,0197772071844414;"vocat, train, vet, qualif, workplac"
18;"apprenticeship";0,0188301319755277;"vocat, train, vet, qualif, workplac"
18;"skill";0,0185515804434943;"vocat, train, vet, qualif, workplac"
18;"compani";0,0150975414462798;"vocat, train, vet, qualif, workplac"
18;"learn";0,0148886277972548;"vocat, train, vet, qualif, workplac"
18;"sector";0,0136212183265027;"vocat, train, vet, qualif, workplac"
18;"occup";0,0133287392178676;"vocat, train, vet, qualif, workplac"
18;"industri";0,0119499091343021;"vocat, train, vet, qualif, workplac"
18;"enterpris";0,0108078478529651;"vocat, train, vet, qualif, workplac"
18;"labour";0,00965185899502635;"vocat, train, vet, qualif, workplac"
18;"employ";0,00941509019279794;"vocat, train, vet, qualif, workplac"
18;"apprentic";0,00922010412037454;"vocat, train, vet, qualif, workplac"
18;"worker";0,00873263893931604;"vocat, train, vet, qualif, workplac"
18;"integr";0,00798054980282579;"vocat, train, vet, qualif, workplac"
19;"health";0,141289697078363;"health, physic, activ, sport, promot"
19;"physic";0,0843419744850824;"health, physic, activ, sport, promot"
19;"activ";0,0464772629900791;"health, physic, activ, sport, promot"
19;"sport";0,0368855389906818;"health, physic, activ, sport, promot"
19;"promot";0,0357054054096041;"health, physic, activ, sport, promot"
19;"wellb";0,0276453441430948;"health, physic, activ, sport, promot"
19;"mental";0,0243058172008962;"health, physic, activ, sport, promot"
19;"school";0,0234521035464996;"health, physic, activ, sport, promot"
19;"food";0,0131573212434814;"health, physic, activ, sport, promot"
19;"adolesc";0,0101693234530933;"health, physic, activ, sport, promot"
19;"educ";0,0101191050028346;"health, physic, activ, sport, promot"
19;"healthi";0,00941604669921388;"health, physic, activ, sport, promot"
19;"aim";0,00873809762072244;"health, physic, activ, sport, promot"
19;"bodi";0,00861255149507588;"health, physic, activ, sport, promot"
19;"prevent";0,00831124079352413;"health, physic, activ, sport, promot"
19;"behaviour";0,00818569466787756;"health, physic, activ, sport, promot"
19;"life";0,00816058544274825;"health, physic, activ, sport, promot"
19;"intervent";0,00816058544274825;"health, physic, activ, sport, promot"
19;"children";0,00783416551606719;"health, physic, activ, sport, promot"
19;"relat";0,00760818248990338;"health, physic, activ, sport, promot"
20;"onlin";0,0411446945858133;"onlin, inform, resourc, design, open"
20;"inform";0,0261889713978828;"onlin, inform, resourc, design, open"
20;"resourc";0,023679952047276;"onlin, inform, resourc, design, open"
20;"design";0,0226140287937503;"onlin, inform, resourc, design, open"
20;"open";0,0221384630344849;"onlin, inform, resourc, design, open"
20;"virtual";0,0209249504073941;"onlin, inform, resourc, design, open"
20;"tool";0,0199738188888634;"onlin, inform, resourc, design, open"
20;"web";0,0196786401417332;"onlin, inform, resourc, design, open"
20;"environ";0,0185635204303524;"onlin, inform, resourc, design, open"
20;"support";0,0166940550318611;"onlin, inform, resourc, design, open"
20;"access";0,0147261967176598;"onlin, inform, resourc, design, open"
20;"distanc";0,0145294108862396;"onlin, inform, resourc, design, open"
20;"provid";0,0144802144283846;"onlin, inform, resourc, design, open"
20;"cours";0,0139882498498342;"onlin, inform, resourc, design, open"
20;"commun";0,0135618805484239;"onlin, inform, resourc, design, open"
20;"user";0,0135454817291389;"onlin, inform, resourc, design, open"
20;"develop";0,0135126840905689;"onlin, inform, resourc, design, open"
20;"technologi";0,0130863147891586;"onlin, inform, resourc, design, open"
20;"face";0,0124139631984731;"onlin, inform, resourc, design, open"
20;"interact";0,0118400045234977;"onlin, inform, resourc, design, open"
21;"practic";0,0134292572901155;"practic, explor, engag, context, australia"
21;"explor";0,0115811971665594;"practic, explor, engag, context, australia"
21;"engag";0,0109534434103039;"practic, explor, engag, context, australia"
21;"context";0,0104078256595398;"practic, explor, engag, context, australia"
21;"australia";0,0102670210786974;"practic, explor, engag, context, australia"
21;"across";0,00965686789504715;"practic, explor, engag, context, australia"
21;"draw";0,00935179130322203;"practic, explor, engag, context, australia"
21;"argu";0,00899977985111612;"practic, explor, engag, context, australia"
21;"understand";0,00888244270041415;"practic, explor, engag, context, australia"
21;"educ";0,00853629810584334;"practic, explor, engag, context, australia"
21;"examin";0,00760346775776268;"practic, explor, engag, context, australia"
21;"challeng";0,00715171972756011;"practic, explor, engag, context, australia"
21;"australian";0,00706371686453362;"practic, explor, engag, context, australia"
21;"particular";0,00689357799601577;"practic, explor, engag, context, australia"
21;"complex";0,00661196883433104;"practic, explor, engag, context, australia"
21;"respons";0,00650049854116417;"practic, explor, engag, context, australia"
21;"polici";0,0063890282479973;"practic, explor, engag, context, australia"
21;"address";0,00586101106983844;"practic, explor, engag, context, australia"
21;"upon";0,00581994306709275;"practic, explor, engag, context, australia"
21;"provid";0,00576127449174177;"practic, explor, engag, context, australia"
22;"ident";0,125150914788971;"ident, construct, agenc, individu, context"
22;"construct";0,0373862790668762;"ident, construct, agenc, individu, context"
22;"agenc";0,0253454424559174;"ident, construct, agenc, individu, context"
22;"individu";0,024706482965949;"ident, construct, agenc, individu, context"
22;"context";0,0232155774893562;"ident, construct, agenc, individu, context"
22;"social";0,0219092603098654;"ident, construct, agenc, individu, context"
22;"process";0,0207307350283683;"ident, construct, agenc, individu, context"
22;"relat";0,0174933402791954;"ident, construct, agenc, individu, context"
22;"cultur";0,0163006158979211;"ident, construct, agenc, individu, context"
22;"sens";0,0141423527318059;"ident, construct, agenc, individu, context"
22;"understand";0,0139293662351498;"ident, construct, agenc, individu, context"
22;"person";0,0137021806387166;"ident, construct, agenc, individu, context"
22;"experi";0,0136595833393853;"ident, construct, agenc, individu, context"
22;"format";0,0129212301509775;"ident, construct, agenc, individu, context"
22;"negoti";0,0109617543817413;"ident, construct, agenc, individu, context"
22;"interact";0,010138206594671;"ident, construct, agenc, individu, context"
22;"posit";0,00988262279868363;"ident, construct, agenc, individu, context"
